Name,RegID,Status,ClinicName,Link
Somesh Sharma,13979,Member,Keele & Steeles Dental Office,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13979
Sonia Sharma,14093,Member,Dr. Sonia Sharma Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=14093
Sunil Sharma,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13401
Sunita Sharma,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11712
Vandna Sharma,77044,Member,Little Pearls Pediatric Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=77044
Vasu Sharma,503780,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=503780
Vibhu Sharma,,,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=150264
Vimalkumar Sharma,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=118712
Vinayak Sharma,119662,Member,City Heart Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=119662
Vishal Sharma,,,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=120915
Vishavpreet Sharma,123777,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=123777
Seema Sharma-Sayal,12164,Member,Docbraces,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=12164
Cecil Sharp,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10561
Donald Sharp,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=6024
Louis Sharpe,7398,Deceased,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=7398
Wendy Sharpe,9592,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9592
Hossam Sharshar,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=118971
Mohamed Sharshar,,,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=124271
Najwa Shasha,72816,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=72816
Kathleen Shaughnessy,6547,Deceased,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=6547
Stephen Shaughnessy,9675,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9675
Ima Shavandi,119628,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=119628
James Shaw,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=5891
Jodi Shaw,53070,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=53070
John Shaw,5319,Deceased,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=5319
Kyle Shaw,101017,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=101017
LeRoy Shaw,12624,Member,Prosthodontic Specialty Clinic,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=12624
Mary Shaw,6383,Deceased,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=6383
Robert Shaw,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=4433
Safa Shawkat,93131,Member,SmileDesign Dental Care,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=93131
Esam Shawky,68224,Member,Madison Dental Clinic,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=68224
Paul Shaw-Wood,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10805
Zeena Shaya,92276,Member,Rosewood Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=92276
Mehrnaz Shayaldi,107871,Member,Dr. Sonia Sharma Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=107871
Sara Shayan,98438,Member,Waterview Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=98438
Leila Shayanpour,113837,Member,Wyndam Manor Dental Care,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=113837
Kwok She,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8713
Barbara Shearer,11381,Member,O'Connor Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11381
David Shearer,12349,Member,Orthodontics at Conestoga,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=12349
Donald Shearer,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=4787
James Shearer,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=6166
Martin Shearer,9704,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9704
Philip Shedletsky,9555,Member,Endodontic Specialists,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9555
John Sheer,12037,Member,York Mills Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=12037
Mona Shehadi,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=113352
Mary Shehata,150548,Member,Smile View Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=150548
Nazli Sheibani,88967,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=88967
Azeem Sheikh,58737,Member,Brampton Dental Arts,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=58737
Nafeesa Sheikh,13682,Member,Dr. Nafeesa Sheikh Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13682
Raheel Sheikh,123461,Member,Deer Ridge Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=123461
Sufian Sheikh,113875,Member,Coronation Dental Specialty Group,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=113875
Tir Shekari,13680,Member,Dawes Road Dental Clinic,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13680
Michael Shelegey,11434,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11434
Avshalom Shelemay,13241,Member,Capital Periodontics,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13241
Sarah Shell,503446,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=503446
Martin Shelley,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8507
Arthur Shellnutt,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=6833
Jeffrey Shelson,9197,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9197
Robert Shelton,8803,Member,Otter Creek Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8803
Eli Shem-Tov,12213,Member,North York Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=12213
Kaylee Shen,503486,Member,Parkway Dental Clinic,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=503486
Lu Shen,109362,Member,Maple Dental Health,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=109362
Noel Shen,54659,Member,Parkway Dental Clinic,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=54659
Qi Shen,117950,Member,Woodbine-Steeles Dental Clinic,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=117950
Si Bo Shen,117659,Member,Dawson Dental Centre - Guelph South,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=117659
Yi Ming Shen,118348,Member,Yazdani Family Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=118348
Olha Shender,73205,Member,Dental Centre on Sheppard West,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=73205
Helen Sheng,120079,Member,Millcroft Dental Care,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=120079
Bishoy Shenouda,95676,Member,Georgina Family Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=95676
Hany Shenouda,13130,Member,Durham Centre Dental Office,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13130
Sudhir Shenoy,501504,Member,Napanee Smiles Family Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=501504
Vinutha Shenoy,502678,Member,Got Smile Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=502678
Laura Shepherd,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=115125
Kaylene Sheppard,,Not Entitled to Practice,"Conditions, Concerns and/or Professional Misconduct",https://www.rcdso.org/find-a-dentist/search-results/dentist?id=118489
Ross Sheppard,4858,Deceased,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=4858
Alvin Sher,11806,Member,DH Smile Center Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11806
Jeffrey Sher,12329,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=12329
Fagar Sherghin,503751,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=503751
Hesham Sherghin,88977,Member,Village Walk Family Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=88977
Amol Shergill,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=109047
Margaret Sherk,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8714
Ivor Sherlock,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=5748
Audrey Sherman,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10110
Carla Sherman,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=81225
Michael Sherman,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=6366
Michael Sherman,11027,Member,Docbraces,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11027
Forum Sheth,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=106958
Khushboo Sheth,505037,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=505037
Ruchi Sheth,117955,Member,Great North Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=117955
Sanjay Sheth,501995,Member,Etobicoke Smiles Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=501995
Sheila Sheth,12132,Member,Clyde Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=12132
Vinita Sheth,503105,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=503105
Sharmila Shettigar,114473,Member,Dentistry at Clarkson,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=114473
Anil Shetty,71792,Member,Midtown Smiles Dental Care,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=71792
Priyank Shetty,117541,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=117541
Seema Shetty,77308,Member,Smilemakers,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=77308
Gokhan Shevket,68401,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=68401
William Shewchuk,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=5154
Emin Sheykhislyamov,113839,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=113839
Hang Shi,,,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=501205
Li Shi,116955,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=116955
Ali Shian,116505,Member,VMC Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=116505
Zoryana Shibel,504565,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=504565
Anna Maria Shieh,61135,Member,Bronte Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=61135
Christina Shieh,110505,Member,Bronte Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=110505
Eric Shieh,503133,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=503133
Helen Shieh,77872,Member,M & S Dental Care,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=77872
Joshua Shieh,104115,Member,Dentistry at 2000,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=104115
Joshua Shieh,502779,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=502779
Karissa Shieh,502778,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=502778
Shih Shieh,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=12671
Shih Shieh,13700,Member,Titan Dental Office,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13700
Sophie Shieh,13691,Member,Titan Dental Office,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13691
Wey Shieh,13057,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13057
Earl Shields,12165,Member,Discovery Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=12165
Kathryn Shields,11275,Member,Dentistry in the Beach,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11275
David Shier,10421,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10421
Perry Shievitz,9450,Member,Weston - Hwy 7 Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9450
Sara Shiewitz,11363,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11363
Dana Shiff,97242,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=97242
Fred Shiff,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10536
Jaimie Shiff,502877,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=502877
Stanley Shiff,8836,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8836
Timur Shigapov,101018,Member,Huron Family Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=101018
Anthony Shih,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10028
Chen Hung Shih,96966,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=96966
Chen-Hwei Shih,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=48617
Hans Shih,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=96853
You Yu Shih,123567,Member,Gerrard Dental Care,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=123567
John Shilhan,6834,Deceased,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=6834
Peter Shillingford,10422,Member,Dr. P. Shillingford & Associates,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10422
Jocelyne Shim,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=108873
Woosup Shim,55810,Member,Sandiford Smiles Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=55810
Shahriar Shimi,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=58991
Michael Shimizu,49804,Member,London Health Sciences Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=49804
Booyong Shin,109922,Member,Toronto Lakeshore Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=109922
Charles Shin,37699,Member,Shin Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=37699
Dong Hoon Shin,504303,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=504303
Eun Jung Shin,113535,Member,Yonge Forest Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=113535
Jae Myung Shin,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=62928
Jungwook Shin,95674,Member,Bloor Lansdowne Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=95674
Raymond Shin,76801,Member,Centennial Dental Office,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=76801
Sabina Shin,501268,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=501268
Samuel Shinde,53133,Member,Wonderland Family Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=53133
Swati Shinde,501142,Member,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=501142
Alan Shiner,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8147
Nimesh Shingala,,Not Entitled to Practice,,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=88034
Sukhraaj Shinger,96967,Member,Ainslie Street Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=96967
Tulika Shinghal,,Not Entitled to Practice,"Conditions, Concerns and/or Professional Misconduct",https://www.rcdso.org/find-a-dentist/search-results/dentist?id=81710
