Name,RegID,Status,ClinicName,Link,Specialty,PrimaryPractice,PPAddress,city
Zeljko Veselinovic,13608,Member,Amherstburg Dental Associates,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13608,NA,Amherstburg Dental Associates,"35 Sandwich St S, Amherstburg, ON, CA, N9V 1Z5",Amherstburg
Nahal Vessal,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=98554,NA,NA,NA,NA
Thomas Vesz,11166,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11166,Endodontist,NA,"2895 Bloor St W, Toronto, ON, CA, M8X 1B3",Toronto
Catherine Vetrano,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9693,NA,NA,NA,NA
Bruno Vettese,13910,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13910,Orthodontist,NA,"8333 Weston Rd #304, Woodbridge, ON, CA, L4L 8E2",Woodbridge
Melissa Vettraino,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=71496,NA,NA,NA,NA
Paul Vezina,7594,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=7594,NA,NA,"1555 Glenora Dr #201, London, ON, CA, N5X 1V7",London
Paulo Viana,52358,Member,White Oaks Mall Dental Clinic,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=52358,NA,White Oaks Mall Dental Clinic,"1105 Wellington Rd S #477, London, ON, CA, N6E 1V4",London
Dorin Vica,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=65972,NA,NA,NA,NA
Ellen Vichos,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9515,NA,NA,NA,NA
Norman Vickers,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=4175,NA,NA,NA,NA
Stephen Vickers,503188,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=503188,NA,NA,"1105 Wellington Rd S #477, London, ON, CA, N6E 1V4",London
John Vickery,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=4452,NA,NA,NA,NA
Doris Vicol,84779,Member,iSmile Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=84779,NA,iSmile Dental,"208-388 Browns Line, Etobicoke, ON, CA, M8W 3T8",Etobicoke
Natalia Vidal,88802,Member,Dentisterie Westboro Family Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=88802,NA,Dentisterie Westboro Family Dentistry,"147 Holland Ave, Ottawa, ON, CA, K1Y 0Y2",Ottawa
Gabriela Vidmar,85641,Member,Smiles on Main Street,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=85641,NA,Smiles on Main Street,"190 Main St N, Markham, ON, CA, L3P 1Y3",Markham
Anya Vieira,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=52758,NA,NA,NA,NA
Carlos Vieira Bastidas,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=121004,NA,NA,NA,NA
Jennifer Vien,109057,Member,Family Dental Care,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=109057,NA,Family Dental Care,"5 Talbot St. W #1, Cayuga, ON, CA, N0A 1E0",Cayuga
Tuulikki Vierema,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=6037,NA,NA,NA,NA
Hans Viergever,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=7100,NA,NA,NA,NA
Mridul Vig,504331,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=504331,NA,NA,"5 Talbot St. W #1, Cayuga, ON, CA, N0A 1E0",Cayuga
Paul Vig,12052,Member,Oxford Health Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=12052,NA,Oxford Health Centre,"140 Oxford St E #206, London, ON, CA, N6A 5R9",London
Roli Vig,96781,Member,Trinity Family Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=96781,NA,Trinity Family Dental,"185 Thickson Rd N, Whitby, ON, CA, L1N 6T9",Whitby
Vinson Vig,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13735,NA,NA,NA,NA
Donato Viggiani,101118,Member,King27 Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=101118,NA,King27 Dental,"13085 Hwy 27 #3, Nobleton, ON, CA, L0G 1N0",Nobleton
Lorenzo Vigna,11670,Member,St. Catharines Oral Surgery and Prosthetic Clinic,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11670,Oral & Maxillofacial Surgeon,St. Catharines Oral Surgery and Prosthetic Clinic,"75 Corporate Park Dr #106, St. Catharines, ON, CA, L2S 3W2",St. Catharines
Pierre Vigneault,116252,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=116252,NA,NA,"141 Adelaide St W #603, Toronto, ON, CA, M5H 3L5",Toronto
Gregory Vigneux,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8156,NA,NA,NA,NA
Ecaterina Vigonnaia,115194,Member,EV Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=115194,NA,EV Dental,"303-712 Davis Dr, Newmarket, ON, CA, L3Y 8C3",Newmarket
Ankush Vij,504695,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=504695,NA,NA,"303-712 Davis Dr, Newmarket, ON, CA, L3Y 8C3",Newmarket
Shilpa Vij Sharma,76731,Member,Mavis-Bristol Dental Care,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=76731,NA,Mavis-Bristol Dental Care,"720 Bristol Rd W #10, Mississauga, ON, CA, L5R 4A3",Mississauga
Abbira Vijayakumaran,NA,NA,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=150483,NA,NA,NA,NA
Iruthayanathan Vijayanathan,37840,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=37840,NA,NA,"3150 Eglinton Ave E #5, Scarborough, ON, CA, M1J 2H2",Scarborough
Raj Vijayaraghavan,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=74354,NA,NA,NA,NA
Peter Villa,9799,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9799,Oral & Maxillofacial Surgeon,NA,"2009 Long Lake Rd #306, Sudbury, ON, CA, P3E 6C3",Sudbury
Maria Villanueva,119379,Member,Absolute Towers Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=119379,NA,Absolute Towers Dental Centre,"4033 Hurontario St #105, Mississauga, ON, CA, L4Z 0B8",Mississauga
Camila Villarreal Neira,119600,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=119600,NA,NA,"71 Speers Rd #14, Oakville, ON, CA, L6K 0J2",Oakville
Gregory Villeneuve,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=76511,NA,NA,NA,NA
Stephane Villeneuve,13585,Member,Centre Dentaire Bédard et Villeneuve,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13585,NA,Centre Dentaire Bédard et Villeneuve,"225 Main St W #101, Hawkesbury, ON, CA, K6A 3R7",Hawkesbury
Gaelle Villette,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=65449,NA,NA,NA,NA
Alicia Vina,59657,Member,Holland River Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=59657,NA,Holland River Dental,"27 John St W, Bradford, ON, CA, L3Z 2B3",Bradford
Elise Vincelette,501540,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=501540,Orthodontist,NA,"3016 Yonge St, Toronto North, ON, CA, M4N 2K4",Toronto North
James Vincelj,13567,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13567,NA,NA,"3016 Yonge St, Toronto North, ON, CA, M4N 2K4",Toronto North
Douglas Vincelli,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10089,NA,NA,NA,NA
Jason Vincent,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=150266,NA,NA,NA,NA
Jean-Marc Vincent,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8598,NA,NA,NA,NA
Alan Vinegar,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9470,NA,NA,NA,NA
Arthur Vinegar,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8588,NA,NA,NA,NA
Bach Vinh,13840,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13840,NA,NA,"1498 King St E, Hamilton, ON, CA, L8K 1S8",Hamilton
Kelsey Vinh,105150,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=105150,Paediatric Dentist,NA,"1498 King St E, Hamilton, ON, CA, L8K 1S8",Hamilton
Stephanie Vinh,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=80481,NA,NA,NA,NA
Sugandhi Vinil,108034,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=108034,NA,NA,"1498 King St E, Hamilton, ON, CA, L8K 1S8",Hamilton
Sandra Vink,53138,Member,Forbes Park Dental Office,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=53138,NA,Forbes Park Dental Office,"22 Tannery St E, Cambridge, ON, CA, N3C 2B9",Cambridge
Ericson Viola,84690,Member,Avery Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=84690,NA,Avery Dental,"181 Toronto Rd #7A, Port Hope, ON, CA, L1A 3V5",Port Hope
Joelle Violette,76088,Member,Rayside Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=76088,NA,Rayside Dental,"4764 Regional Rd 15 #34, Chelmsford, ON, CA, P0M 1L0",Chelmsford
Arif Virani,101501,Member,Dentistry On 88,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=101501,NA,Dentistry On 88,"502 Holland St #3, Bradford, ON, CA, L3Z 0A2",Bradford
Parth Virani,121572,Member,Groupe Dentaire Sudbury Dental Group,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=121572,NA,Groupe Dentaire Sudbury Dental Group,"36 Elgin St, Sudbury, ON, CA, P3C 5B4",Sudbury
Inderpreet Virdee,89941,Member,Credit Landing Orthodontics,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=89941,Orthodontist,Credit Landing Orthodontics,"228 Lakeshore Rd W #3, Mississauga, ON, CA, L5H 1G6",Mississauga
Ankita Virdi,117043,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=117043,NA,NA,"12942 Hwy #27, Nobleton, ON, CA, L0G 1N0",Nobleton
Anumeet Virdi,101246,Member,Creditview Creek Dental Care,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=101246,NA,Creditview Creek Dental Care,"5425 Creditview Rd #7, Mississauga, ON, CA, L5V 2P3",Mississauga
Kabir Virdi,NA,Not Entitled to Practice,"Conditions, Concerns and/or Professional Misconduct",https://www.rcdso.org/find-a-dentist/search-results/dentist?id=60399,NA,NA,NA,NA
Karanbir Virdi,123713,Member,Mavis-Bristol Dental Care,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=123713,NA,Mavis-Bristol Dental Care,"720 Bristol Rd W #10, Mississauga, ON, CA, L5R 4A3",Mississauga
Alessandro Virgulti,92283,Member,Thorold Family Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=92283,NA,Thorold Family Dental,"4 Sullivan Ave, Thorold, ON, CA, L2V 2X9",Thorold
Ikbal Virji,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11012,NA,NA,NA,NA
Insia Virji,114587,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=114587,NA,NA,"4 Sullivan Ave, Thorold, ON, CA, L2V 2X9",Thorold
Ajmeet Virk,120285,Member,Dr. David Craig and Associates,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=120285,NA,Dr. David Craig and Associates,"310 Bridge St W #B02, Napanee, ON, CA, K7R 0A4",Napanee
Angad Singh Virk,122681,Member,Dentistry @ Prescott,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=122681,NA,Dentistry @ Prescott,"555 King St W #3A PO Box 1089, Prescott, ON, CA, K0E 1T0",Prescott
Beenu Virk,84539,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=84539,NA,NA,"1439 Upper Ottawa St #6, Hamilton, ON, CA, L8W 3J6",Hamilton
Charandeep Virk,112668,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=112668,NA,NA,"735 Twain Ave #16, Mississauga, ON, CA, L5W 1X1",Mississauga
Erindeep Virk,115009,Member,Caledonia Dental Care,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=115009,NA,Caledonia Dental Care,"172 Argyle St N, Caledonia, ON, CA, N3W 2J7",Caledonia
Gurbanni Virk,117964,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=117964,NA,NA,"99 Northfield Dr E #303, Waterloo, ON, CA, N2K 3P9",Waterloo
Manpreet Virk,99302,Member,Alliston Smiles Family Dentistry,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=99302,NA,Alliston Smiles Family Dentistry,"36 Yonge St W #R19, Alliston, ON, CA, L9R 1P8",Alliston
Parneet Virk,NA,Not Entitled to Practice,"Conditions, Concerns and/or Professional Misconduct",https://www.rcdso.org/find-a-dentist/search-results/dentist?id=76515,NA,NA,NA,NA
John Virtue,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8441,NA,NA,NA,NA
LouAnn Visconti,11443,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11443,Orthodontist,NA,"60 Wilson Ave #102, Timmins, ON, CA, P4N 2S7",Timmins
#NAME?,503675,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=503675,NA,NA,NA,NA
Shamila Vishwanath,73010,Member,Jackson Square Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=73010,NA,Jackson Square Dental Centre,"2 King St W #604 Plaza Level, Hamilton, ON, CA, L8P 1A1",Hamilton
Smitha Viswanathan,113851,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=113851,NA,NA,"685 Kennedy Rd #3, Scarborough, ON, CA, M1K 2B8",Scarborough
Seshantri Viswasam,13962,Member,Sunshine Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13962,NA,Sunshine Dental,"45 Milner Ave #6, Scarborough, ON, CA, M1S 3P6",Scarborough
Periklis Vitoratos,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=58253,NA,NA,NA,NA
John Viviano,9949,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9949,NA,NA,"5045 Orbitor Dr #10-300, Mississauga, ON, CA, L4W 4Y4",Mississauga
Joan Vizintin,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=10767,NA,NA,NA,NA
Andreas Vizirakis,93857,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=93857,Periodontist,Sarnia Periodontics & Dental Implants,"500 Christina St N, Sarnia, ON, CA, N7T 5W4",Sarnia
Petro Viznyak,13542,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13542,NA,NA,"717 Division St, Cobourg, ON, CA, K9A 3T1",Cobourg
Boyan Vladimirov,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=78235,NA,NA,NA,NA
Haralambos Vlahos,NA,NA,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=14137,NA,NA,NA,NA
James Vlahos,12394,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=12394,NA,NA,"282 Geneva St, St. Catharines, ON, CA, L2N 2E8",St. Catharines
Alexander Vlahovich,8735,Deceased,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8735,NA,NA,NA,NA
Irina Vlasic-Prelovec,12566,Member,Dr. Kutlesa Dental Office,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=12566,NA,Dr. Kutlesa Dental Office,"604 Hwy #8, Stoney Creek, ON, CA, L8G 5G2",Stoney Creek
Eugenia Vlassopoulos,55815,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=55815,NA,NA,"1849 Yonge St #612, Toronto North, ON, CA, M4S 1Y2",Toronto North
Elena Vlassov,53439,Member,"Faculty of Dentistry, University of Toronto",https://www.rcdso.org/find-a-dentist/search-results/dentist?id=53439,NA,"Faculty of Dentistry, University of Toronto","123 Edward St #502 Continuing Dental Education, Toronto, ON, CA, M5G 0A8",Toronto
Ann Vo,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=75933,NA,NA,NA,NA
Bao Vo,49898,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=49898,NA,NA,"980 Bloor St E, Mississauga, ON, CA, L4Y 2N2",Mississauga
Emilie Vo,120777,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=120777,NA,NA,NA,NA
Hong Tu Vo,NA,NA,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=80154,NA,NA,NA,NA
Huy-Bao Vo,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=97168,NA,NA,NA,NA
Le Vo,53607,Member,Queensbury Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=53607,NA,Queensbury Dental Centre,"3050 Woodroffe Ave #1, Nepean, ON, CA, K2J 4G3",Nepean
Long Vo,53567,Member,Smile Centre Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=53567,NA,Smile Centre Dental,"3047 Appleby Line #4, Burlington, ON, CA, L7M 0V7",Burlington
Michael Vo,14077,Member,Bronte Denture Clinic,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=14077,NA,Bronte Denture Clinic,"2274 Lakeshore Rd W, Oakville, ON, CA, L6L 1H3",Oakville
Nataly Vo,13674,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=13674,NA,NA,"2274 Lakeshore Rd W, Oakville, ON, CA, L6L 1H3",Oakville
Phuong Vo,61192,Member,Cherryhill Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=61192,NA,Cherryhill Dental Centre,"246 Oxford St W, London, ON, CA, N6H 1S8",London
Thi Vo,11307,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=11307,NA,NA,"390 McArthur Ave, Vanier, ON, CA, K1L 6N6",Vanier
Thuy Vo,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=61854,NA,NA,NA,NA
Daniel Vockeroth,92284,Member,Hollinger Dental Group,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=92284,NA,Hollinger Dental Group,"100 Waterloo Rd Hollinger Court, Timmins, ON, CA, P4N 4X5",Timmins
Thomas Vockeroth,9516,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9516,NA,NA,"184 Cambridge Ave PO Box 850, Iroquois Falls, ON, CA, P0K 1E0",Iroquois Falls
Horst Vogl,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=5619,NA,NA,NA,NA
Walter Vogl,8736,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8736,NA,NA,"30 Eglinton Ave E #201, Toronto, ON, CA, M4P 1A6",Toronto
Dev Vohra,66418,Member,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=66418,NA,NA,"1250 Brant St #19, Burlington, ON, CA, L7P 1X8",Burlington
Maryam Vojdani,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=67221,NA,NA,NA,NA
Zoran Vojnovic,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=9079,NA,NA,NA,NA
Inna Vol,96863,Member,Unite H.E.R.E. Wellness and Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=96863,NA,Unite H.E.R.E. Wellness and Dental Centre,"123 Edward St #1010, Toronto Central, ON, CA, M5G 1E2",Toronto Central
Irina Volkov,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8808,NA,NA,NA,NA
Robin Vollmer,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=7939,NA,NA,NA,NA
Eva Volman,501001,Member,Wilson Dental Centre,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=501001,NA,Wilson Dental Centre,"968 Wilson Ave #301, North York, ON, CA, M3K 1E7",North York
Christian-Axel Von Rosenbach,NA,Not Entitled to Practice,NA,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=8157,NA,NA,NA,NA
Hiral Vora,501252,Member,Mill Road Family Dental,https://www.rcdso.org/find-a-dentist/search-results/dentist?id=501252,NA,Mill Road Family Dental,"22262 Mill Rd RR#5, Mount Brydges, ON, CA, N0L 1W0",Mount Brydges
